role,scene,split,index,image_name,image_path,decoded_rgb_sha256
M,web_Terrestrial,train,121,_DSC5571_1.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC5571_1.JPG,3030898f5a148f9d94b6ea36e3813cfcd29f0fcb9db19237f94b33961f92e63e
M,web_Terrestrial,train,122,_DSC5572_1.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC5572_1.JPG,2758d7d4aaac0c89e7426f2671ff83e83c7c4204e4938b6d6a6686acd580ac14
M,web_Terrestrial,train,123,_DSC5573_1.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC5573_1.JPG,cd1f388cba4219be5d97c4aaf12bf0e46a96b2c76bc7b9e2a90ead3dfd74da17
M,web_Terrestrial,train,124,_DSC5574_1.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC5574_1.JPG,331f6a0af0b51aa06d2d7c0e7a2341b56653eea2278688cc00053c8d54872373
M,web_Terrestrial,train,125,_DSC5575_1.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC5575_1.JPG,5994512b455fbac0633eb66dac02f3372a1962cd5e67370af4bed6bf3bf2ec31
M,web_Terrestrial,train,126,_DSC5577_1.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC5577_1.JPG,ae90892bbc6e1da0b8cf07ada3a533cbe78553dbedc917e25ffaa2142f15ca88
M,web_Terrestrial,train,127,_DSC5578_1.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC5578_1.JPG,a28d52c09fb622dd0bb71de1b1c0f9ca35730154c4c2c512b44792472d027feb
M,web_Terrestrial,train,128,_DSC5580_1.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC5580_1.JPG,98d41e9a4ccf2388800d6fcc6ab2a0952e0a92de99ef2a380e0d30908f668fd5
M,web_Terrestrial,train,129,_DSC5581_1.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC5581_1.JPG,a691d8552f7b7eaf5c97cf7477884cf2fd6370ad9966b0daaf5c2f9302038b39
M,web_Terrestrial,train,130,_DSC5588_1.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC5588_1.JPG,929571e63d2b53d9ec305d2ccf8f5bda7bf383623564f7276ade56a69e369f3e
M,web_Terrestrial,train,131,_DSC5589_1.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC5589_1.JPG,09753ce4320d43735f524c435422612e2adfb115a6646e234c71e9f5c3cd5300
M,web_Terrestrial,train,132,_DSC5590_1.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC5590_1.JPG,dcbbecd744fc67ec0bb89d1272d2651b806ab43faacf65cece091fa02ffc1076
M,web_Terrestrial,train,133,_DSC5592_1.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC5592_1.JPG,2708acc6fd83f5e5890ec4ee626eebffb3f1f60eeeff97e6505d56da6d2e86fe
M,web_Terrestrial,train,134,_DSC5593_1.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC5593_1.JPG,00f124cc4dc1e2dcb55b014ac51a6c49251bb182d69ce0f2b204e6eacaa75965
M,web_Terrestrial,train,135,_DSC5594_1.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC5594_1.JPG,ed4fb411ec71702d9f85d3322af7f2f6ccdff7fe8bed4f5e8e0c17e5ec0d6428
M,web_Terrestrial,train,136,_DSC5595_1.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC5595_1.JPG,3d52ca2a6c8b053f58b054a1442be9179b16f0d9da744fbc27c521ab1dc6bd15
M,web_Terrestrial,train,137,_DSC5596_1.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC5596_1.JPG,8e46677afb67e149edb73882f5cb43218f8469d4357e8642810d44fd8f02d4df
M,web_Terrestrial,train,138,_DSC5597_1.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC5597_1.JPG,b780ad6585a178f6cc8a6340fa66be1ff8f4ba1d521ec82fb0dad12d6de17672
M,web_Terrestrial,train,139,_DSC5598_1.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC5598_1.JPG,f4841f5215b8e7aa96ccd53af3e5af1f4bed6af52b3dff5959b4c130af3607b1
M,web_Terrestrial,train,140,_DSC5600_1.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC5600_1.JPG,98ccb2ea8a53336ceb04da98100a0806381dbe43aa59241c4e6c172377a361d8
M,web_Terrestrial,train,141,_DSC5601_1.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC5601_1.JPG,336744b16f603ed44a7e7d28c0cd5b524af5f34cc14d394d5f127b750ef1519b
M,web_Terrestrial,train,142,_DSC5602_1.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC5602_1.JPG,61ad258a2384d1b3ede3f20883c880dd327ad4fe85408d38a18f221659dc5bba
M,web_Terrestrial,train,143,_DSC5603_1.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC5603_1.JPG,cf289b90e9ecb70bbc7cbfd76f6a949953d652fdc14e6841ed7fd4b3c577ffa9
M,web_Terrestrial,train,144,_DSC5604_1.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC5604_1.JPG,d0dbff381a871e6219684de4cbb73ee1c76a745d9e15385c23dfd2b6df8712d0
M,web_Terrestrial,train,145,_DSC5605_1.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC5605_1.JPG,e23a182cc4b1aa02febe88444c39be870c1df39aef989691939f0307d90ee270
M,web_Terrestrial,train,146,_DSC5606_1.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC5606_1.JPG,3152db503c16abd456b700781ca4722f3935a7e6a01eb0df6c9cf472b967197f
M,web_Terrestrial,train,147,_DSC5608_1.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC5608_1.JPG,e896873b57cf41c966fa0dc85ca4101b1d2b21a48581494f0c0fefd3851527d5
M,web_Terrestrial,train,148,_DSC5609_1.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC5609_1.JPG,8a1a1cb686a26e0ae86374abaaf8cd046aa6bf670aac4522f3335f6457649572
M,web_Terrestrial,train,149,_DSC5610_1.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC5610_1.JPG,66835da973f1456ff2439eae65bb7760141f4a5ab328d5641123fef21ebf457e
M,web_Terrestrial,train,150,_DSC5611_1.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC5611_1.JPG,80fd89bbeebc9939465e8348d5505d0400b6e471242fdc9f4f856d7233a678e2
M,web_Terrestrial,train,151,_DSC5612_1.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC5612_1.JPG,68b94b4a21df9c5d20c66c5d8fef8c943aa29625c89477fefc7d205526c2c114
M,web_Terrestrial,train,152,_DSC5613_1.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC5613_1.JPG,5f05a8bcc4380cdd8a62247331574268f842357d185e6938aaa495d0b7461009
M,web_Terrestrial,train,153,_DSC5615_1.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC5615_1.JPG,2ecebbe4a3e924695a746207d72a09caa149aeaf4370993311d3145ad316ed23
M,web_Terrestrial,train,154,_DSC5618_1.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC5618_1.JPG,050b054f00af8901057612f1eff5ced48baf9421dd523a97e32c829b52a60c44
M,web_Terrestrial,train,155,_DSC5619_1.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC5619_1.JPG,0975c96a8b719410aea4ac1e9b59e3e9b36d639f7219d711f31e6cfbae3ece0f
M,web_Terrestrial,train,156,_DSC5620_1.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC5620_1.JPG,d08d76f7e445ae6197ddd87706782291eb2c7836e4aef7b0c281a0e06d452664
M,web_Terrestrial,train,157,_DSC5621_1.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC5621_1.JPG,12caca08f582f36b86410c17ff13846bb779b312a3ebbb0754c28eaa86978e13
M,web_Terrestrial,train,158,_DSC5623_1.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC5623_1.JPG,26413ba2b80c4ed48c6b284fc0a28b6e8d651f7439cb979c9ca9fc1a14e94c93
M,web_Terrestrial,train,159,_DSC5624_1.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC5624_1.JPG,562a1be1666033e9f303fda31dbd45a41ea44d2d42ad26a27ad7f7609bc1aaa4
M,web_Terrestrial,train,160,_DSC5625_1.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC5625_1.JPG,96806282fcf8315358a0e5ea2447cf657a9923397204289818e12bb2a5875d52
M,web_Terrestrial,train,161,_DSC5628_1.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC5628_1.JPG,baf3c22040f901903dc51bedb4fba9a74fd03867fb6f2d67ec406def1efae22d
M,web_Terrestrial,train,162,_DSC5629_1.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC5629_1.JPG,19e357a034bc612642066aa7addcfa7165273d9faa153e72492fa98640f49599
M,web_Terrestrial,train,163,_DSC5630_1.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC5630_1.JPG,8e9ef243b3a0cd8651cec8d1857027edea51ca1c160466fa5531aef116258a79
M,web_Terrestrial,train,164,_DSC5631_1.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC5631_1.JPG,cc9f1749ce94b53054fa250ad4eaaa5456f81c05c5af4a7ced8449e3c7c50c6a
M,web_Terrestrial,train,165,_DSC5633_1.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC5633_1.JPG,0251f804f4a32f291a83c530771abea5ebd2c3525efaa336cc468c82fe8c8e90
M,web_Terrestrial,test,0,IMG_6283.TIF,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\IMG_6283.TIF,633a5406bcf296139e36bd9f8f5c64a58a8eb444c1b3b875b0cca441417ffc2b
M,web_Terrestrial,test,1,IMG_6299.TIF,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\IMG_6299.TIF,5ee251c5e52d213ebdf8d7ee05eb39f3dbc4593a5b248734c8907551f93dc1a1
M,web_Terrestrial,test,2,IMG_6315.TIF,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\IMG_6315.TIF,19f517392bf7f7d59f2d891bb3c664e3c83595f00915254db11fdd1e5d07c85e
M,web_Terrestrial,test,3,IMG_6977.TIF,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\IMG_6977.TIF,3f39736867e01b82dca25899168a85e79ca6f03893f9ecdb0872bbaf003791ec
M,web_Terrestrial,test,4,IMG_6993.TIF,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\IMG_6993.TIF,8fdedeec2820b22aff16043a7d3aa45a09155b701b5a1429e672bc0080672186
M,web_Terrestrial,test,5,IMG_7009.TIF,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\IMG_7009.TIF,07a94133de21296c503891d9ca5d56a87ff0c3ddb6b0060e9e647a990c56a971
M,web_Terrestrial,test,6,IMG_7025.TIF,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\IMG_7025.TIF,39ee4ae67dec0c3f8613b4271cfb35e00c51e02f4eb04b4b17209b24cd7f61fa
M,web_Terrestrial,test,7,IMG_7041.TIF,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\IMG_7041.TIF,b7a5121927d7cfd006ded8e492a74d19b8ce72cf37c441a0848d81dfda481e23
M,web_Terrestrial,test,8,_DSC1595.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC1595.JPG,8b445fc977d4011006a222a5d3827de0e41b33d26ee3d3e8fba5f51ae83db0b5
M,web_Terrestrial,test,9,_DSC1603.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC1603.JPG,a033a52180c0bfbeda0eb6befe982963f048e07d2236c3c5bf5bf8881e4e19be
M,web_Terrestrial,test,10,_DSC1611.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC1611.JPG,adae8feeae95e2e7aa807615c17c5d2773acee3efb58670111760aa4512e8a0b
M,web_Terrestrial,test,11,_DSC1619.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC1619.JPG,879f092227d450c930cf5c48b3fbcfd075470fb11871cca141b77953cd220feb
M,web_Terrestrial,test,12,_DSC1627.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC1627.JPG,be1590f6213ea796fa1425edf6af4d26e039c2a78e7ddb51f96a7fa979b6fcc1
M,web_Terrestrial,test,13,_DSC1635.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC1635.JPG,b7aaa5b607d55381923874cd3fec749a2ae88a8efc1ca0a3d1af4e150d4210cb
M,web_Terrestrial,test,14,_DSC1643.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC1643.JPG,a900504a73530fbfb50f07605c944f9db3f5ceba652ea691a8162126c93d79da
M,web_Terrestrial,test,15,_DSC1651.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC1651.JPG,79338bfa8fb6f4ece195a1323dcf64c185613fe0c4ce2d9d6c26650e444f290a
M,web_Terrestrial,test,16,_DSC1659.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC1659.JPG,1d6fdf0ab99c2d288edb62247f3fbe986292c370c9065e29f37dbb60820c39e5
M,web_Terrestrial,test,17,_DSC5568_1.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC5568_1.JPG,7b40d3c2622b8c483df38c0aa14ffba094bdcf7d8df88eee872be38018d3c7f9
M,web_Terrestrial,test,18,_DSC5576_1.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC5576_1.JPG,14e8c7e9bac4dd95fa2bf8361eb01264bc035176a6db02cda2b17981a8713853
M,web_Terrestrial,test,19,_DSC5591_1.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC5591_1.JPG,14cdec53bf1b509f78bf1544ce873efd2721934562b306ae0197aee1bff8c626
M,web_Terrestrial,test,20,_DSC5599_1.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC5599_1.JPG,5261cf2c98db0d3ac8e84a03f501503851ef6e4c5d97c35b6e10705dfc82567d
M,web_Terrestrial,test,21,_DSC5607_1.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC5607_1.JPG,068c221bc9cde96572e025d9d49823a3527bd70e40cdc2b39f5ed13221bb744a
M,web_Terrestrial,test,22,_DSC5617_1.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC5617_1.JPG,c2cd98dd58b0b1fb794dbbb356d6b49f8e1a5fb0a673c0b8b0f77ac991da3d59
M,web_Terrestrial,test,23,_DSC5627.JPG,G:\wl3dgs\3dgs_undistorted\max1600\web_Terrestrial\images\_DSC5627.JPG,82be7fcbcc46da46d0c04a210d96c5819259fa3b61bdba72c49a49e9dfa27331
